,inner_star1_id,inner_star2_id,tertiary_star_id,sep_inner_AU,sep_inner_tertiary_AU,matched_stars,matched_catalogs,solution_type,n_matched_components
17,2189203796384506624,2189203796384506112,2189203796384507008,1264.084130454678,5511.311555420414,inner_star1,NSS,SB1,1
18,1125053905659496832,1125053905660676864,1125053905660676992,112.27768018046298,859.398354675657,tertiary,NSS,AstroSpectroSB1,1
19,1124792324973462144,1124792324973462272,1124792355036080768,727.5793861796541,29525.537789155303,tertiary,NSS,AstroSpectroSB1,1
20,2940845471432130688,2940845372647555200,2940845471431656704,187.25430807442743,931.2735295891622,inner_star1,Gaia_Eclipsing,eclipsing,1
21,4768908832511920384,4768908832511920128,4768911787449419392,575.6141162810295,2052.259042065895,inner_star1,Gaia_Eclipsing,eclipsing,1
22,5370900073023142528,5370900073023141760,5370900103078205440,862.4211941541896,12831.310814626017,inner_star1,NSS,SB1,1
23,6236272555081752960,6236272555089099392,6236272555089099264,426.7738527125663,884.1374470142714,inner_star1,Gaia_Eclipsing,eclipsing,1
24,4367998443162980864,4368045378565592064,4368045378565592832,1333.7122899061517,2796.5837421063397,inner_star1,Gaia_Eclipsing,eclipsing,1
25,3332940045271639168,3332940049566541568,3332940045271981056,151.75506010722592,851.8936447363207,tertiary,Gaia_Eclipsing,eclipsing,1
26,421737274187773824,421737274180056320,421737308547507456,334.91069391199375,3702.221853473079,tertiary,NSS,AstroSpectroSB1,1
27,5405754969591677824,5405754969597239296,5405754965284879360,539.3190308396397,10648.72878603236,inner_star1,Gaia_Eclipsing,eclipsing,1
28,636872009942335232,636872014237366016,636895477643673984,723.8950508311932,11060.927592098147,inner_star1,Gaia_Eclipsing,eclipsing,1
29,643210179080387840,643210183375662976,643210183375663232,507.1660728218589,5054.876847075602,tertiary,NSS,SB2,1
30,429063285796380160,429063285796380288,429063285805279104,532.674834308282,20336.060425683165,inner_star1,Gaia_Eclipsing,eclipsing,1
31,4668325337003751424,4668325337002873216,4668324886031231360,414.8623705096244,9816.815195390547,inner_star1,NSS,Orbital,1
32,161177413811202176,161177413813051904,161177409515874944,513.1187229626291,3222.0232159420093,inner_star1,Gaia_Eclipsing,eclipsing,1
33,3236890832636216576,3236890836932652800,3236890768213178112,785.9499885838649,9769.805870540671,tertiary,Gaia_Eclipsing,eclipsing,1
34,1635412289484501760,1635412293781252608,1635413187134450816,213.5498643666307,16049.358575072492,inner_star1,NSS,SB1,1
35,1640708022815757568,1640708022815757824,1640895833145873408,543.9199859360643,19581.014305939258,inner_star1,Gaia_Eclipsing,eclipsing,1
36,2179236276807684224,2179236276807596416,2179236242447763072,1340.984068989971,12995.144536004103,inner_star1,NSS,AstroSpectroSB1,1
37,5586272238868361472,5586272238868360960,5586266328993362944,552.4137509742905,10889.973594991005,inner_star1,NSS,SB1,1
38,5833408745944992512,5833408745944990976,5833408844674364416,1019.3868261882044,5112.642999136806,inner_star1,Gaia_Eclipsing,eclipsing,1
39,4571237498200985344,4571237498198105728,4571237493904911360,533.4588215179979,2769.261419586774,inner_star1,Gaia_Eclipsing,eclipsing,1
40,5093000806900017280,5093000811195807360,5093000811195807488,275.7773850574158,1303.5529131173605,tertiary,Gaia_Eclipsing,eclipsing,1
41,5091293407076855680,5091293407076855808,5091293303997590912,633.5441488645727,6855.435421650276,inner_star1,Gaia_Eclipsing,eclipsing,1
42,5826602562785470208,5826602562785625088,5826602558455489152,677.1214901748995,5162.254501829639,inner_star1,NSS,SB1,1
43,4090024655137062400,4090024723856545152,4090024277179943680,1424.946333962067,7974.486316294523,inner_star1,Gaia_Eclipsing,eclipsing,1
44,4367184220443096192,4367184186081379712,4367184220443096320,1251.9104943789623,15329.898956120898,inner_star1,NSS,SB1,1
45,4639212223309662848,4639212227605419520,4639212223310014208,1164.0470437534502,12234.63446503057,tertiary,Gaia_Eclipsing,eclipsing,1
46,5305395259063323008,5305395259042525440,5305395087264636800,1078.4564392271727,14015.286256120824,inner_star1,NSS,SB1,1
47,1831392746712277120,1831392751018025984,1831345845674131968,591.8976718524935,24658.732120719447,inner_star1,Gaia_Eclipsing,eclipsing,1
48,1905618581978773120,1905618581978773248,1905618581975827328,612.4017817039642,4098.101383906401,inner_star1,NSS,SB1,1
49,51884824140205824,51884824140206720,51886335968692480,4254.145893063768,12617.223710563518,inner_star1,NSS,SB2,1
50,55174459849747072,55174459850364288,55174459849746432,309.03221275732295,4080.745672351292,inner_star1,Gaia_Eclipsing,eclipsing,1
51,5308590680375492096,5308590680375491712,5308601194447335296,605.5655087297787,59523.26241279501,tertiary,NSS,Orbital,1
52,3036551125341528704,3036551125342954112,3036551125336889600,325.47182781699456,1654.4417587388575,inner_star1,NSS,SB1,1
53,1856411588356293248,1856411588347632896,1856411588347623040,264.23771496569873,3469.1059001023636,tertiary,Gaia_Eclipsing,eclipsing,1
54,264098574120230272,264098574120230400,263724327849782016,840.989092666572,31878.47072808278,inner_star1,NSS,SB2,1
55,5699765100394167936,5699765100399837312,5699765474063997056,433.5711026908507,3928.894564322892,inner_star1,Gaia_Eclipsing,eclipsing,1
56,1840788318387552256,1840788318386125568,1840788318387610880,585.2072437880923,6853.728292607482,tertiary,Gaia_Eclipsing,eclipsing,1
57,1574248901467544576,1574248901468707840,1574248901468278272,291.49046474389553,7790.110521073747,tertiary,Gaia_Eclipsing,eclipsing,1
58,2030308590757757568,2030308595100686592,2030308388931993856,582.4568492381061,10387.969046756552,inner_star1,NSS,AstroSpectroSB1,1
59,1116161223117785472,1116161227415165952,1116161227415165056,180.03055993043827,3011.378631426044,inner_star2,Gaia_Eclipsing,eclipsing,1
60,1112055646699670528,1112055650997221376,1112055650997221248,290.24357303786235,3776.449837386176,inner_star1,NSS,SB1,1
61,5795954427747751040,5795954432045984768,5798956820353913088,634.2692135366983,20141.425764972904,inner_star1,NSS,Orbital,1
62,6333638359872753024,6333638364167852416,6333638432888160640,553.8039141986544,28743.684366113263,inner_star1,Gaia_Eclipsing,eclipsing,1
63,6888630155507446912,6888630155506552704,6888630155507448704,52.947241996095514,2758.092039486562,tertiary,NSS,Orbital,1
64,2937909882765839488,2937909882765839872,2937910260725427456,688.5738336553062,1850.119380409621,inner_star1,NSS,SB2,1
65,5832014908802107648,5832014908787571840,5832014908787554176,533.1769711504936,2848.057041776062,inner_star1,Gaia_Eclipsing,eclipsing,1
66,4810127835514087552,4810127805450145280,4810127839810808576,111.13757114850252,880.8590139404255,tertiary,NSS,Orbital,1
67,2059383771316037504,2059383771306717696,2059383771306720256,1196.5150750386397,4302.163110179372,inner_star1,NSS,SB2,1
68,2889734574632856704,2889734574632856576,2889734643352333056,438.262165012576,3128.405893353275,tertiary,NSS,SB2,1
69,2059113119667642368,2059113115340261120,2059113875581887616,2827.316456879037,4402.103920552984,inner_star1,NSS,SB1,1
70,504271732266595072,504271736563349760,504271736561977344,1011.779265150659,6963.021483719913,inner_star1,NSS,Orbital,1
71,830729894334786560,830729898630593920,830729894332775552,828.074862491565,1340.7495022823673,inner_star1,NSS,SB1,1
72,852836954294621440,852836954293763072,852836954294621184,1060.3701133224033,8188.622765473981,tertiary,NSS,Orbital,1
73,847322662964518528,847322662964518400,847322662964518784,314.5963918771438,1035.3232057998612,inner_star1,Gaia_Eclipsing,eclipsing,1
74,5307815043636743168,5307815043619479424,5307815043636741376,213.28499200555416,3154.6390684810976,inner_star1,Gaia_Eclipsing,eclipsing,1
75,196755578567239936,196755582861852928,196752559206759040,714.7846296412913,17800.49200746165,inner_star2,NSS,SB1,1
76,2887531286472361216,2887531290769849216,2887531290769848192,104.83728181065332,3850.015397820561,inner_star1,Gaia_Eclipsing,eclipsing,1
77,6202782182516217216,6202782186816036992,6202781018584927744,1399.38355878154,19370.0669932912,tertiary,Gaia_Eclipsing,eclipsing,1
78,5298502317575322112,5298502317575322752,5298502351924569472,2432.449026329792,16087.392423702266,inner_star1,NSS,Orbital,1
79,2743198605549406464,2743198605549406336,2743198605549742464,195.7351173031439,1022.3684879389735,inner_star1,NSS,OrbitalTargetedSearch,1
80,5461383454710445568,5461383454710445824,5461383385990967936,1148.750999332904,14345.710212950284,inner_star1,Gaia_Eclipsing,eclipsing,1
81,1041195562559937536,1041195528200199296,1041198478841513856,467.5228690458945,2663.091946586218,inner_star1,NSS,AstroSpectroSB1,1
82,2297627943664388992,2297627943662268032,2297627939368513792,461.36172648164035,7962.404286692587,inner_star1,Gaia_Eclipsing,eclipsing,1
83,250324888882396544,250324957598215168,250324957601872000,326.88992078104405,5126.357610284886,inner_star1,NSS,SB1,1
84,333232326220058368,333232326221851520,333232326220058496,568.3296639160975,843.0073281196045,inner_star2,Gaia_Eclipsing,eclipsing,1
85,334538163782924544,334538168078742528,334538266862139776,491.9829070334479,15081.993062522017,tertiary,Gaia_Eclipsing,eclipsing,1
86,5971246749061242752,5971246753399341056,5971246749061548800,1067.2950566134346,6056.144341903559,inner_star1,Gaia_Eclipsing,eclipsing,1
87,422722608397337088,422722608406021632,422722604106791424,489.09337724535715,2888.766103400508,inner_star1,Gaia_Eclipsing,eclipsing,1
88,4343794653182509696,4343794653182509824,4343794653182509568,1160.8156370089198,9198.16109196307,inner_star1,Gaia_Eclipsing,eclipsing,1
89,515103334854029440,515103334854029312,515102746433691904,570.6439287727397,16701.599466159405,inner_star2,Gaia_Eclipsing,eclipsing,1
90,1463857693521711616,1463857689226429440,1463857693521711872,657.1189763329195,2281.7667495101023,tertiary,Gaia_Eclipsing,eclipsing,1
91,5696929906586027776,5696929906586027904,5696941554537343104,311.6287895973052,14273.105084209212,inner_star1,NSS,OrbitalTargetedSearch,1
92,6369192064789255680,6369192069084850944,6369192717624443008,413.20146591006375,8233.311191134577,inner_star1,NSS,SB1,1
93,6066541215686034816,6066541220005808000,6066541185646068096,394.5843877966082,5135.463134511798,inner_star1,Gaia_Eclipsing,eclipsing,1
94,2071717543012365312,2071717542985984768,2071717611731869184,1017.3271230920496,22826.295419667673,tertiary,NSS,SB1,1
95,2829469414599661568,2829469414599661440,2829468727404896000,171.60347184228357,15650.710493118975,inner_star1,NSS,AstroSpectroSB1,1
96,3531064447093620096,3531064451388212864,3531064485749713152,623.1963994327718,16225.492358139583,inner_star1,NSS,SB1,1
97,6071828290386348288,6071828290386703872,6071827530156487680,1161.1619748001558,16179.013250528207,inner_star1,NSS,SB1,1
98,1480423107503090304,1480423107503088896,1480423107504593536,272.4487720407906,2364.6142513053346,tertiary,NSS,SB2,1
99,2248111059551402880,2248111055254970368,2248111162630618624,1184.084117348316,11399.443973598589,inner_star1,Gaia_Eclipsing,eclipsing,1
100,117718220290669312,117718220292100224,117718185930931200,147.911595899185,722.4844980304056,inner_star2,Gaia_Eclipsing,eclipsing,1
101,5317039705667826176,5317039705662911616,5317039636948348928,1148.138642629077,10586.517072144958,inner_star1,Gaia_Eclipsing,eclipsing,1
102,1443664200404616576,1443664200404616448,1443664196109250176,1135.0903272070757,9134.502755194731,inner_star2,NSS,SB1,1
103,1443191307325367680,1443191303032172928,1443192131959088640,1050.197654687343,14348.562537557797,inner_star2,Gaia_Eclipsing,eclipsing,1
104,1446409302981829248,1446409302981835520,1446409264326623104,762.0333636977678,15206.621413599394,inner_star1,NSS,Orbital,1
105,6534426676507182080,6534426676506537600,6534426607787705088,295.14847571770264,1558.8865422790482,tertiary,Gaia_Eclipsing,eclipsing,1
106,6899469965767182208,6899469965767864704,6899469858392506624,388.3931329474904,9084.78781970991,tertiary,NSS,SB1,1
107,4906534496802206592,4906534496800860544,4906534496801838208,189.42190940616055,6923.957385593835,inner_star1,Gaia_Eclipsing,eclipsing,1
108,5544474373064802560,5544474373060241536,5544471349408890880,232.02584856004648,15359.527084367368,tertiary,NSS,Orbital,1
109,5644664861886261120,5644664857583136384,5644664861886264320,1512.8825432752765,3805.086402998374,inner_star1,Gaia_Eclipsing,eclipsing,1
110,6355336878249966592,6355336878249966848,6355337191783724416,622.6059890331916,5560.8420501897635,inner_star1,NSS,SB1,1
111,5612969446350504576,5612969446350504448,5612981163021304704,605.6564264573748,17241.805612007618,inner_star1,NSS,Orbital,1
112,1627177329645632128,1627177398363670656,1627177707602754432,602.5532144422009,12372.3567682743,inner_star1,Gaia_Eclipsing,eclipsing,1
113,1849781223991602304,1849781223988963456,1849781219694136448,407.1422523418957,2727.6439482755286,inner_star1,Gaia_Eclipsing,eclipsing,1
114,1851626234567266048,1851626238864465152,1851626238864652544,401.3016094945416,6954.625206635939,tertiary,NSS,Orbital,1
115,4612606382676211840,4612606382676211712,4612606348316474496,471.03169368665584,8009.196423704111,tertiary,NSS,AstroSpectroSB1,1
116,197277610367802240,197277610366133248,197277507288591488,902.9217909845094,40289.7680418831,inner_star2,Gaia_Eclipsing,eclipsing,1
117,3043079681789450368,3043079784865397248,3043079677491465856,734.5729079386188,11015.496846821698,tertiary,Gaia_Eclipsing,eclipsing,1
118,6424027909421007744,6424027909420129152,6424027909420129792,382.0108576275146,2738.3224070673523,inner_star1,NSS,SB1,1
119,3419308990031147136,3419308990029640576,3419308951375765632,1393.1953708408898,14525.221521051964,inner_star1,Gaia_Eclipsing,eclipsing,1
120,3418391962975219584,3418391958678266496,3418391791176522880,6652.038912721422,24210.704808453203,inner_star1,NSS,Orbital,1
121,4486107776060997888,4486107771766309376,4486107776060995968,2681.3403437556335,8935.4214684921,inner_star1,NSS,SB1,1
122,3064467794288413952,3064467789993960192,3064468172245530752,858.2759716356854,10839.858083931556,tertiary,NSS,SB1,1
123,4363319299631886976,4363319299631886848,4363319295336189824,324.76676731086206,4515.637499391231,inner_star1,NSS,SB1,1
124,4034200078905791360,4034200074613374464,4034222855117625600,446.7616139478721,29790.396090650003,inner_star1,NSS,SB1,1
125,4031268437308995712,4031268437308995584,4031271701484141312,2178.9978151935316,21115.220095118515,inner_star1,Gaia_Eclipsing,eclipsing,1
126,4964041531915402368,4964041531913686528,4964044486852901888,555.7704233672185,11302.876534763707,inner_star1,NSS,SB1,1
127,4977012608025949440,4977012608028441856,4977012603731501952,519.4866231378824,5294.2666196067275,inner_star1,NSS,SB1,1
128,5750893868553048064,5750893868552131072,5750893864258529024,276.0028638923735,2207.0952020826016,tertiary,NSS,SB1,1
129,5745840547471347328,5745840547471750912,5745840719270038528,345.5072957930376,6677.962120624497,tertiary,NSS,OrbitalTargetedSearch,1
130,1749998550904439424,1749998550904439296,1749998546609935872,407.4336548633109,2911.0421673803576,inner_star1,NSS,SB1,1
131,6183586328699259264,6183586328697969152,6183586324404421888,609.5375289537408,2571.740232063291,inner_star1,Gaia_Eclipsing,eclipsing,1
132,1271028024300661376,1271028024303066368,1271027818145950592,493.838596824264,18571.562652540968,tertiary,NSS,Orbital,1
133,2863179994430718592,2863179990134969600,2863179994430719232,601.7493100275983,2406.6842205183757,tertiary,Gaia_Eclipsing,eclipsing,1
134,1394370757669457024,1394370757669918720,1394370757669457152,669.7674496451859,5763.991066276472,inner_star1,NSS,Orbital,1
135,4326566057596092672,4326566061891831424,4326565851434836736,561.9441844831093,12045.855030489283,inner_star1,NSS,SB1,1
136,2994745631667451392,2994745631664336128,2994745627369955072,919.8717744118412,5004.805073687994,tertiary,Gaia_Eclipsing,eclipsing,1
137,1594153807143054848,1594153807143054976,1594141708218602880,368.61380915351106,35837.50814803371,inner_star1,NSS,AstroSpectroSB1,1
138,1066569125536569856,1066569129832279296,1066569129832279552,506.55414214218337,1534.182735186747,inner_star1,NSS,AstroSpectroSB1,1
139,1059011739738147712,1059011739738147584,1059011666723171584,351.88825905945225,6410.000672791171,inner_star1,NSS,SB1,1
140,1977057872541496576,1977057936952199936,1977057872541500800,2556.353308266269,11996.56425623672,inner_star1,NSS,SB1,1
141,2654477088157386112,2654477083863380992,2654477191236601088,1236.5758884495133,11264.56968152355,inner_star1,Gaia_Eclipsing,eclipsing,1
142,2261841863837604608,2261841863835485312,2261841863838197888,726.5971202751969,7268.076960639208,inner_star1,Gaia_Eclipsing,eclipsing,1
143,5627822164806347264,5627822164802724992,5627822061727136000,676.6707569371282,12284.400603703723,inner_star1,Gaia_Eclipsing,eclipsing,1
144,5418493769556871424,5418493773850364032,5418493670778209536,223.50785986638712,11052.28219296734,tertiary,Gaia_Eclipsing,eclipsing,1
145,2921704902444304000,2921704902444302848,2921705173019517440,2551.984023343962,24498.63719217779,tertiary,NSS,Orbital,1
146,5588522969234641536,5588522969234641664,5588522973534114688,2030.060137864404,2961.39054805565,tertiary,NSS,SB1,1
147,3118343142496077696,3118343172557451136,3118343069477904768,4980.244422189718,12666.326981486996,tertiary,NSS,Orbital,1
